id,hhb,hbo2,ca,na
10116,8.336074,3.4158463,7.9847717,3.1391642
10117,7.3384504,3.9058075,8.666323,3.5826442
10118,9.180162,3.7356503,6.8692994,3.7292995
10119,9.374176,4.385715,8.6642475,3.1503012
10120,6.1622033,3.9959807,10.226071,3.2906108
10121,9.898685,3.4177792,9.092687,3.8508697
10122,6.5560813,4.337081,9.441796,2.7555692
10123,2.0181108,3.604417,8.625871,1.3038946
10124,7.5702524,4.1434846,9.623497,2.576495
10125,5.0385447,3.8290234,6.7180023,4.814546
10126,4.9094696,3.7430348,6.7915106,2.8309493
10127,6.737629,4.365556,9.342824,4.090828
10128,8.123245,3.983181,9.411786,3.4742198
10129,12.2418,4.6367264,10.234368,2.73785
10130,6.062317,3.409905,8.757941,3.6810546
10131,6.832353,4.0804887,11.08149,1.7680304
10132,5.8339624,3.6851087,8.611585,1.673859
10133,6.6902437,4.278614,9.322406,3.3045964
10134,8.47169,3.7048714,7.5182495,4.0494547
10135,8.799437,3.6308358,7.8537803,2.914049
10136,10.50704,4.9001226,10.465472,3.3899302
10137,5.783553,4.001437,8.727549,2.991652
10138,7.5790863,3.9171014,8.452105,2.5859067
10139,9.010506,4.319384,9.749979,0.5878719
10140,5.5058684,3.7327704,8.628152,2.103562
10141,3.8801975,3.4973686,6.1620007,2.8133676
10142,7.6556273,4.126441,7.030252,2.8158107
10143,8.059286,3.5984242,9.746214,3.5053368
10144,7.5565224,4.7568893,9.050205,3.0696564
10145,10.031611,3.6332746,9.685971,2.6787238
10146,8.050807,4.236884,9.531222,4.2927713
10147,9.969002,3.6428993,8.198172,3.3601718
10148,7.2122107,3.9991517,6.2451143,4.8398905
10149,9.265002,3.3404934,8.816257,3.3693957
10150,6.9509063,3.8828664,8.707555,2.8347764
10151,6.2350416,3.6719985,10.627598,2.0569618
10152,6.2592974,3.712045,8.399386,3.0246708
10153,11.087901,3.6688638,9.116578,2.9315445
10154,9.6883955,3.9336243,10.321745,2.8109622
10155,4.569979,4.3776574,8.583422,2.658362
10156,7.0239196,4.4734645,9.948871,3.1211884
10157,6.141467,3.8392787,8.818955,3.5600846
10158,6.50076,3.28083,8.896051,4.0813394
10159,10.031351,4.306094,8.295536,1.9991119
10160,6.7572503,3.9292,9.340337,3.6591449
10161,8.953309,4.108383,9.388591,3.916586
10162,9.229364,4.515586,9.423024,3.4578693
10163,7.0749907,4.201547,7.768457,3.5395656
10164,6.2392607,4.384706,11.160464,3.3541255
10165,8.041195,3.2624278,7.2468095,4.9856977
10166,8.21732,4.188637,8.404916,2.628448
10167,8.038483,4.6780896,11.108507,2.9410655
10168,9.196402,4.4979625,8.775583,2.3623936
10169,8.818014,3.5926716,8.941465,3.4594483
10170,9.781179,4.101715,9.053999,2.911615
10171,9.336271,3.9764352,9.510053,3.1359344
10172,5.357671,4.005904,9.679954,1.3242232
10173,8.973987,3.728316,10.155577,1.996175
10174,8.75873,3.9764252,7.458,3.990188
10175,4.128274,4.359853,9.570779,2.605729
10176,8.857869,4.0044827,8.863607,3.195053
10177,7.5276823,3.898409,9.655904,2.3810105
10178,9.210203,3.675116,10.666858,1.7165397
10179,8.591646,2.3092785,9.123929,5.307772
10180,6.6810417,4.441146,7.9525275,4.00892
10181,6.9259596,4.339339,8.573773,3.2428346
10182,7.408635,3.7994156,8.630117,3.3847759
10183,6.6994295,4.0872664,7.938203,3.8776069
10184,6.598891,4.480963,9.306395,3.6255322
10185,8.085874,4.0099463,10.248953,4.0323615
10186,8.740637,4.5324183,9.022322,2.138533
10187,9.353177,3.7616189,8.042639,3.2448068
10188,9.803179,3.9890075,7.7411895,2.437497
10189,8.179583,3.1604059,8.694551,2.990601
10190,12.59632,4.782288,8.166093,4.2827625
10191,9.402026,3.8054624,7.588333,3.7864501
10192,7.7250085,3.9292152,9.722951,1.7267393
10193,9.651754,3.1862419,6.594335,4.1741176
10194,8.063464,3.4797683,5.763957,2.575834
10195,7.7342978,4.0399923,9.971296,2.2236621
10196,9.797416,4.0200167,6.894179,3.9759192
10197,11.127107,4.3467965,9.293437,3.4642417
10198,2.6291757,3.1101956,9.440175,1.8711113
10199,7.2085595,4.1697025,8.229628,2.9944115
10200,5.1510496,3.6480632,9.467643,1.7597644
10201,7.7696457,4.060147,8.231627,2.1043181
10202,9.0428295,4.586673,7.641513,2.277947
10203,9.204414,3.6281254,8.356067,3.3311372
10204,10.183329,4.3237267,9.118259,3.7927673
10205,9.863551,3.1740987,12.296434,1.9059188
10206,8.66947,3.8441596,8.192221,4.1206713
10207,7.0479064,4.1750364,9.209488,1.8072634
10208,3.9219315,3.954245,11.255405,4.6604524
10209,11.360867,3.243206,8.767986,3.2081559
10210,6.403351,3.4771829,9.255789,2.4903903
10211,8.92066,3.4434934,7.9541664,3.8122802
10212,6.1704073,4.2105227,8.822792,2.8986015
10213,8.998973,4.151965,9.2408085,4.2075715
10214,7.8230643,4.0663543,7.0704575,3.383693
10215,3.9640613,3.4133835,9.357559,2.1923091
10216,6.8598595,4.438831,8.7163515,2.7590504
10217,6.850154,4.2283206,8.309313,1.5431231
10218,8.19677,3.617644,9.588648,4.2899303
10219,9.180795,3.929856,8.6601715,2.8407938
10220,11.546995,4.453498,9.869764,3.0230823
10221,7.49191,4.0254784,9.51605,4.067178
10222,10.321206,4.209756,9.248034,3.1664317
10223,10.18077,4.523448,10.36749,3.528958
10224,9.644203,4.110185,9.277998,2.5345824
10225,10.642988,4.2433424,8.052431,2.9048514
10226,10.715894,4.315504,10.043446,2.4273078
10227,6.691134,3.8304741,6.8562775,4.4685807
10228,5.8636703,3.670504,7.8828154,3.3994968
10229,5.9044733,4.01637,8.559614,2.5642045
10230,9.372584,3.6069317,8.311898,2.1265867
10231,9.550723,4.6602454,9.335983,2.7250621
10232,7.632942,4.3110814,9.676126,2.659593
10233,7.840547,4.122035,9.901332,2.8140624
10234,5.7695,4.5539007,9.757226,3.5248742
10235,7.6419477,3.4743896,8.188657,2.8228285
10236,7.625142,4.006066,10.575411,2.7528863
10237,3.4923909,4.3235197,9.313116,3.1762555
10238,10.410095,4.402511,9.772039,3.2276871
10239,8.100902,4.007664,9.178851,2.5379002
10240,7.678998,4.29737,10.925334,2.9084737
10241,8.849281,4.1127825,9.197718,3.3349109
10242,5.7584524,4.378691,7.8941317,0.91071415
10243,10.388053,4.1537614,8.098804,2.8673582
10244,9.816876,3.7535927,7.7695723,2.3155973
10245,7.2476273,3.9490962,8.592121,2.6201634
10246,10.869229,3.6407084,10.311619,3.7718587
10247,11.515818,4.4987807,9.703179,3.0630317
10248,10.000831,4.2421365,8.992301,4.804285
10249,5.771947,3.9563603,9.416783,2.385192
10250,6.485589,3.813043,8.770159,2.9442852
10251,4.956588,3.9087014,9.365683,4.4509573
10252,8.77478,4.22603,5.5914855,3.3677592
10253,6.794052,3.507775,9.370489,2.9572747
10254,7.242624,3.5093071,9.910574,1.5674949
10255,5.4602685,3.980507,10.234388,2.087148
10256,6.4743814,4.2269344,8.90753,3.64776
10257,8.749735,4.452319,9.409754,2.214119
10258,7.9367585,4.153491,9.883625,3.4764469
10259,9.141417,3.6109269,9.426296,4.1717005
10260,5.9423003,4.3193345,9.146389,2.181416
10261,7.961835,4.126868,9.2662115,3.500548
10262,8.819841,3.808558,6.9478846,0.98513204
10263,10.61609,4.2673364,7.6664643,3.898568
10264,6.791785,4.3007607,8.938461,2.6233852
10265,9.59226,4.267127,7.842181,3.334278
10266,9.007907,4.041171,9.749527,2.1861625
10267,9.789669,3.5076375,8.732778,5.188215
10268,8.896892,4.034666,8.2132015,6.537604
10269,7.5579515,4.3005705,8.717983,2.4095898
10270,5.672025,3.8444695,9.495913,3.3736942
10271,7.257838,3.905541,7.253016,0.9664458
10272,9.591715,3.786557,7.456546,3.3982215
10273,7.4410872,3.995631,7.870185,2.9635797
10274,7.056906,3.9763489,7.1367674,3.3666615
10275,8.038744,3.8231869,9.447311,3.544991
10276,7.631952,4.1652946,10.067178,3.1955025
10277,8.723323,4.132351,7.044552,2.026476
10278,8.405254,3.9157734,9.690359,2.7121599
10279,8.240351,4.2422,8.436762,2.887548
10280,3.6429257,4.077801,8.448613,3.1467338
10281,8.184893,3.2815692,5.335254,5.037598
10282,10.415941,4.266481,10.199663,2.292936
10283,8.806959,4.0547967,10.119783,1.8330929
10284,8.601545,3.719405,9.901897,3.3882413
10285,6.7659783,3.6985848,7.4625998,3.5700982
10286,6.4963875,4.1956253,9.029818,3.4390035
10287,9.33745,4.011948,8.562678,3.5357552
10288,6.9774756,4.3046203,8.126438,2.9415567
10289,8.533124,4.3083982,7.6394906,2.0792484
10290,10.896257,4.3942957,9.724785,3.384074
10291,7.902362,3.68135,9.904852,3.7212799
10292,8.935472,4.2145143,8.321457,3.195308
10293,4.4617567,3.9135773,9.283223,4.3120027
10294,7.1741877,4.358786,7.4837165,1.8064492
10295,6.604561,4.6574745,9.170674,1.779685
10296,7.0260134,3.9754367,8.584444,5.4318023
10297,7.9680343,4.540964,10.072853,3.9183083
10298,10.308073,3.247046,7.657097,3.882227
10299,9.743278,3.593668,10.260293,3.170101
10300,5.7939577,3.656606,8.094567,3.1286042
10301,8.112861,4.014068,8.303477,2.091449
10302,9.571453,3.4440231,8.49161,3.6634088
10303,9.832449,4.3174396,7.2567825,3.2090988
10304,7.4546494,4.1738496,11.271141,2.4137444
10305,5.1401443,3.694493,6.187617,3.6100826
10306,7.4922132,4.212056,6.8019257,3.052965
10307,8.651103,3.7185636,7.7501135,3.2964776
10308,7.0799584,4.3124623,10.987339,3.4969478
10309,7.1838655,3.7508895,9.177458,3.3764317
10310,7.538705,4.256902,9.573828,3.7736657
10311,8.066622,4.3259053,8.798723,4.1701455
10312,6.561681,4.8531647,8.550828,2.3802052
10313,8.296492,4.254772,13.5006695,0.32087103
10314,9.456791,3.912735,8.875898,3.3058853
10315,8.080249,4.3299136,6.670054,3.540345
10316,7.584324,3.8008409,10.149042,3.9454644
10317,6.5600204,3.8087697,7.498295,0.6342384
10318,6.973754,4.185839,10.541609,3.5243294
10319,10.606361,4.057532,10.533468,2.098981
10320,5.739694,3.7375293,9.906173,1.9830291
10321,9.051646,4.349989,9.417511,2.697333
10322,9.174675,4.2229195,7.9310255,3.6388092
10323,10.45695,3.104819,8.306931,3.9847908
10324,10.15753,4.187013,10.44056,3.2015443
10325,8.365984,3.751077,9.155513,3.3827884
10326,7.123108,4.4385533,10.616022,2.3355708
10327,6.049983,3.387916,8.184768,3.91791
10328,5.6838145,4.036106,8.539058,4.1114907
10329,6.38366,4.384043,9.629084,3.2715516
10330,4.4247355,3.8274941,6.4835215,1.7278372
10331,5.902051,3.607261,7.988135,3.2396927
10332,7.533207,3.3275948,9.85176,3.3567643
10333,7.1786013,4.4000006,9.47434,2.7130039
10334,6.357038,4.6279936,9.535622,3.4521694
10335,3.0739331,3.554335,7.4981775,0.7141218
10336,7.260003,3.8985653,7.460672,1.4456358
10337,9.693374,3.8927777,7.069982,2.416423
10338,10.378618,3.4296806,7.2396955,3.395518
10339,8.480764,3.9543624,7.7432947,3.6994412
10340,11.626242,3.8093936,9.4439,5.3231063
10341,10.471753,3.8179424,9.456706,1.6179123
10342,9.209829,4.0130954,9.885277,2.053233
10343,8.916156,3.6403522,9.22489,2.7011647
10344,7.5120363,3.9415069,9.459051,3.2064717
10345,4.2265444,4.1780252,9.31246,0.18629971
10346,13.634787,5.0976076,11.926663,3.884398
10347,7.3418045,4.45195,9.271866,3.4151726
10348,7.465748,4.1350265,10.211002,2.260487
10349,7.125312,2.7771723,8.156842,3.0748842
10350,8.480344,2.560262,5.8379354,4.440146
10351,9.941136,4.217305,8.116613,3.6227837
10352,9.121137,4.3805304,9.972403,3.922086
10353,6.0900755,4.024709,8.228787,3.9117825
10354,9.370557,3.6198623,7.000108,5.393388
10355,8.324045,4.1363535,8.126049,4.0908966
10356,10.158953,3.7410436,9.23184,3.153094
10357,6.82908,3.435349,10.112837,1.4594423
10358,10.260534,4.2204676,8.444738,3.5321755
10359,5.556908,3.8895583,9.678945,1.7829893
10360,8.375303,3.9810066,9.8115425,4.951319
10361,7.448301,4.162732,10.474958,3.959739
10362,6.0665855,3.8111749,6.91664,2.9737868
10363,8.366575,4.0060334,9.355038,4.1635337
10364,10.762087,4.093974,9.724651,3.3944519
10365,5.32666,3.8594048,9.200584,4.2562146
10366,8.293017,3.403028,8.023551,2.1651955
10367,11.1817875,4.200935,11.563521,5.513671
10368,7.031649,4.5371394,9.893665,2.697284
10369,6.8196306,4.174634,9.078793,2.2978203
10370,8.062232,4.247823,7.959226,3.7029262
10371,7.2529435,4.8159103,10.299253,1.9966141
10372,7.9124184,4.425035,8.139788,3.6044192
10373,7.044947,3.3822956,9.333382,4.58916
10374,8.766183,4.472575,10.186248,1.9353367
10375,4.9543195,3.5603032,6.8250327,3.0526283
10376,10.39318,4.510396,10.383158,2.0252254
10377,7.725352,4.070073,8.76918,1.3708646
10378,7.7285166,3.6954753,8.912415,5.583152
10379,6.3659124,4.307167,8.415243,2.825237
10380,8.79162,3.9771008,10.939902,3.686135
10381,10.525064,3.8006349,8.915112,3.577269
10382,6.876024,4.100319,8.666876,2.2740207
10383,8.5815935,4.3940234,8.964729,1.7837088
10384,8.181284,3.47294,9.238311,1.9907936
10385,7.9818506,3.9131546,9.302402,3.2485232
10386,7.3828745,4.4936423,9.435877,2.2700374
10387,8.177423,4.191681,9.026308,3.034865
10388,8.622889,3.793972,10.53227,2.640422
10389,6.3915343,4.3403287,8.802511,1.7862107
10390,9.028521,3.8604074,11.203348,3.0964546
10391,8.287951,4.4436393,9.741165,2.2678564
10392,8.149962,4.212798,9.827678,1.5438297
10393,4.8878546,3.9560165,7.989062,4.6744933
10394,3.2653382,2.9357278,3.538569,2.4294853
10395,6.177054,3.4976985,9.965424,1.7560056
10396,8.979356,4.551584,7.962404,3.7060235
10397,7.078859,4.227734,9.039671,1.7327187
10398,4.553718,3.6524758,10.161818,3.040791
10399,12.580915,4.0824957,8.502747,4.302205
10400,6.815271,3.8876293,9.126917,3.604137
10401,7.1067915,4.475713,8.9500675,2.2621644
10402,7.6826234,4.1025453,9.657188,3.8791206
10403,9.921768,4.041046,11.776857,2.7805183
10404,10.176153,3.77418,9.328522,2.5988474
10405,6.9472704,3.7395988,11.51425,2.9270432
10406,9.6866665,3.5603309,8.79505,1.4955847
10407,8.534115,4.4638777,8.775649,2.5384479
10408,10.444543,4.550065,7.765012,3.998014
10409,8.222341,4.4668303,8.603904,3.0124288
10410,7.0838213,4.2191644,9.290537,2.747333
10411,3.9667625,3.7309208,9.4470215,2.7366538
10412,3.548598,2.798533,9.615076,4.519108
10413,7.073293,4.001005,10.0455065,4.4346004
10414,7.688459,4.0524683,6.6290526,3.7611492
10415,9.206833,4.3462663,10.128096,3.9131444
10416,6.9728346,4.166031,8.708609,3.487762
10417,6.4080095,4.5762205,10.050575,2.8178363
10418,5.2357397,4.2484503,10.221321,2.5146625
10419,6.924329,4.618131,9.6490345,3.1526866
10420,9.738879,4.3251457,9.291814,3.4389663
10421,8.922552,3.7732577,10.171645,3.9322853
10422,8.3030205,3.823651,8.721712,1.9664466
10423,8.061701,4.02009,7.502614,2.645236
10424,7.5841722,4.3216295,8.475922,3.727694
10425,5.8925915,4.0957637,9.017892,2.592519
10426,10.747984,4.7621813,10.5055895,3.950313
10427,4.8306513,4.2155366,8.213987,2.6824915
10428,10.398661,4.172582,10.326684,3.99985
10429,7.5094857,3.09263,8.374356,3.2399647
10430,7.775241,3.512278,9.070948,2.3650815
10431,7.5287642,4.0710187,8.861913,3.3176415
10432,7.9372683,4.544167,8.765347,1.730854
10433,9.337828,3.928571,8.53072,2.357857
10434,10.33917,4.090006,9.174739,2.414295
10435,9.293094,4.652906,9.19467,3.4752564
10436,6.566353,3.7706692,10.327654,2.9246237
10437,8.827028,4.2076483,8.407767,4.6676087
10438,8.089657,4.8082495,10.094322,3.3569183
10439,8.264525,3.6287968,8.663424,3.623225
10440,9.866007,4.1322546,7.6632133,4.494996
10441,7.4489455,4.4168634,8.716501,1.3950994
10442,6.8957014,4.376387,8.680509,2.9650385
10443,5.9341955,4.1221404,11.0311775,2.546353
10444,8.624544,3.932061,8.190962,3.1032963
10445,8.936133,4.4303393,9.056581,1.2949085
10446,9.199922,4.388124,9.572942,2.6188807
10447,6.2999034,4.636792,9.32888,2.6733468
10448,3.6080773,4.052841,8.46242,2.1661458
10449,8.878172,3.9593284,10.141593,2.5171988
10450,5.8573685,2.99459,8.134633,1.373393
10451,7.9564986,4.409819,7.784289,3.3172138
10452,11.603011,4.2118387,9.895653,3.391417
10453,7.53078,4.4680552,10.690508,4.066063
10454,9.676036,4.2846823,9.677268,3.0152602
10455,10.168666,4.1478405,10.671701,3.6274352
10456,5.6528625,3.926099,7.2145524,5.55664
10457,10.345433,3.2923546,9.405491,3.2824523
10458,9.557211,4.5042787,9.968409,3.7399673
10459,10.970308,3.3391423,10.322392,1.9863222
10460,5.6910143,3.8556848,10.006956,2.1137633
10461,7.3148103,3.7456653,8.358494,2.8688521
10462,2.9310298,3.900573,8.828952,0.8996006
10463,8.64294,4.51287,8.774129,1.9076802
10464,10.289465,4.1186132,8.8886385,2.9696429
10465,6.6653314,3.8120868,10.659729,2.736753
10466,10.192558,3.7698746,8.470484,3.373553
10467,10.0443,4.254336,12.0574665,2.6661859
10468,4.5480213,3.4371986,7.6701646,2.2004418
10469,7.499678,3.9318676,9.456648,2.9349236
10470,9.66985,4.4505424,10.064436,2.548665
10471,7.649891,3.7663817,6.497101,2.6805258
10472,9.7302065,3.7061799,9.830427,4.076728
10473,6.200995,4.4285746,10.140437,2.8617988
10474,9.589374,4.3580256,9.454677,3.586171
10475,6.0327682,4.0496016,10.817485,3.0638096
10476,8.035324,3.1997268,8.781698,3.700889
10477,9.601717,3.4019618,8.57641,4.2180734
10478,5.4407964,3.9373653,7.5359116,3.735598
10479,7.3135557,4.5749006,10.624405,0.7482202
10480,10.613955,4.496802,10.640802,3.5338902
10481,8.680505,3.8476002,8.163027,2.4506145
10482,9.253044,3.9350922,8.953451,3.1356773
10483,8.035683,4.15314,10.121871,3.3432858
10484,5.8131332,4.2965426,9.543759,2.1484742
10485,6.1418877,4.355876,8.325438,3.0008452
10486,9.483724,4.4483943,8.356425,3.431619
10487,9.234361,4.037639,6.0278225,2.7974536
10488,8.725474,4.4382305,9.642849,2.1382384
10489,8.040192,4.1562085,7.409345,3.7708313
10490,6.8892875,4.319979,8.7595625,2.018971
10491,7.9160933,3.579036,10.280345,2.6104264
10492,8.886433,4.2699795,9.120634,2.7539341
10493,6.196377,3.7708313,8.843422,2.9261966
10494,5.176507,3.699152,10.299679,2.1926885
10495,7.4990563,3.7718685,8.643585,4.277362
10496,6.1064014,4.1180573,7.5844436,3.5546615
10497,5.9076037,3.7955391,6.4315047,4.814946
10498,9.892176,4.1256905,10.442241,0.44310316
10499,9.253672,3.3240275,7.579683,7.076026
10500,11.339544,3.9063797,9.412265,3.6498394
10501,4.9484053,3.8765202,6.3050833,1.3552111
10502,6.975356,3.4224324,7.5515847,1.9894803
10503,8.736799,4.2544565,10.191106,3.1828735
10504,9.62088,4.689142,10.428661,2.7947762
10505,4.4379034,3.67799,2.789001,3.6257565
10506,8.4780035,3.8108127,6.8761454,1.7885206
10507,9.371763,4.5097017,10.492273,3.037221
10508,8.5415325,3.9028747,9.336517,2.3828845
10509,11.839216,3.4478161,9.42703,3.7702174
10510,7.822591,3.4076176,7.5162687,2.5897574
10511,8.179695,3.7114186,8.316325,3.2161193
10512,7.2744246,3.994677,7.883812,2.3267927
10513,8.690201,3.9618735,7.963552,4.2539682
10514,9.391375,4.03689,10.037784,2.5755134
10515,8.932706,4.4633512,9.773776,3.5052257
10516,9.085833,4.387982,9.987265,3.9458835
10517,6.4239197,4.246164,9.735069,3.3320255
10518,8.803797,3.9447663,9.270048,3.9423842
10519,9.10576,4.196021,9.194672,2.633862
10520,3.8499236,4.128986,8.745897,2.3228188
10521,7.1217895,4.050905,9.530086,2.417076
10522,6.332135,4.116884,9.444078,2.9097564
10523,10.817874,4.1169004,10.295447,3.039659
10524,9.400067,3.1208186,7.914659,6.6116476
10525,6.5549493,4.0334396,9.016471,4.1814094
10526,6.761777,3.9813876,9.58163,2.3579714
10527,6.294304,4.353833,8.706202,2.7088196
10528,8.089365,4.4794207,8.824941,3.670695
10529,8.03805,4.31748,9.564601,2.429866
10530,9.789133,3.2296689,8.071177,2.7850354
10531,8.015724,4.4424734,7.304709,2.2679577
10532,10.654202,4.467331,7.525752,3.7033677
10533,12.615773,4.4249263,8.894897,2.9825854
10534,8.204872,3.593911,9.915325,2.186566
10535,8.117968,4.137414,7.074163,2.12202
10536,9.145018,3.7701447,10.758226,3.3889852
10537,10.793582,4.048849,10.118853,3.9074063
10538,3.8747394,4.2972255,7.892128,2.6396668
10539,9.37365,4.368792,7.016362,2.686957
10540,7.3739805,4.295846,9.231232,2.9730148
10541,6.73536,4.3578715,9.124887,2.9415061
10542,6.471522,4.421269,8.956247,2.3617
10543,10.027547,3.6588535,8.4731865,3.8492806
10544,6.804759,3.71075,9.203649,4.1859264
10545,10.964347,4.326349,9.327464,3.2736218
10546,8.259562,3.3447146,7.577672,2.4110317
10547,4.9008946,3.9630833,9.111269,2.5664802
10548,6.0174108,4.3106,7.979604,2.1207805
10549,7.5243096,4.2377496,11.201992,2.4051023
10550,10.860792,3.9274437,7.810567,2.4859233
10551,9.406008,4.900501,11.432006,2.820911
10552,8.703705,3.7028847,8.075749,4.1852126
10553,7.9793215,4.45485,8.52157,2.1791787
10554,7.9706206,4.2071366,8.536095,3.8788447
10555,9.710915,4.135971,8.8779955,2.7272289
10556,4.8632145,3.445355,6.6909623,4.2933455
10557,4.515457,4.2765584,9.684762,3.4717019
10558,8.871938,4.350876,8.429373,2.8669765
10559,8.457865,3.743924,6.460158,3.346545
10560,9.170563,4.552731,10.1839905,3.449958
10561,8.04789,3.881492,5.954706,2.7413783
